"geneID"
"2315251"
"2315373"
"2315554"
"2315633"
"2315674"
"2315739"
"2315894"
"2315918"
"2315951"
"2316069"
"2316218"
"2316245"
"2316379"
"2316558"
"2316605"
"2316746"
"2316905"
"2316953"
"2317246"
"2317317"
"2317434"
"2317472"
"2317512"
"2317686"
"2318086"
"2318157"
"2318170"
"2318212"
"2318242"
"2318257"
"2318338"
"2318364"
"2318398"
"2318416"
"2318455"
"2318637"
"2318656"
"2318736"
"2319135"
"2319225"
"2319252"
"2319340"
"2319423"
"2319518"
"2319550"
"2319560"
"2319661"
"2319802"
"2319832"
"2319881"
"2320048"
"2320188"
"2320210"
"2320347"
"2320374"
"2320392"
"2320411"
"2320472"
"2320581"
"2320619"
"2320657"
"2320683"
"2320727"
"2320762"
"2321011"
"2321040"
"2321058"
"2321182"
"2321238"
"2321466"
"2321607"
"2321645"
"2321779"
"2321797"
"2321813"
"2321828"
"2321849"
"2321911"
"2321942"
"2321960"
"2322004"
"2322036"
"2322103"
"2322211"
"2322226"
"2322264"
"2322362"
"2322389"
"2322598"
"2322786"
"2322818"
"2322848"
"2322894"
"2322957"
"2323087"
"2323172"
"2323285"
"2323347"
"2323559"
"2323603"
"2323743"
"2323774"
"2323790"
"2323847"
"2323882"
"2323899"
"2323951"
"2324061"
"2324084"
"2324097"
"2324341"
"2324416"
"2324571"
"2324594"
"2324616"
"2324634"
"2324743"
"2324820"
"2324856"
"2324873"
"2324884"
"2324919"
"2325002"
"2325113"
"2325158"
"2325192"
"2325251"
"2325274"
"2325290"
"2325358"
"2325410"
"2325479"
"2325526"
"2325593"
"2325781"
"2325877"
"2325941"
"2326018"
"2326049"
"2326126"
"2326157"
"2326237"
"2326286"
"2326295"
"2326311"
"2326327"
"2326410"
"2326448"
"2326463"
"2326485"
"2326496"
"2326531"
"2326561"
"2326640"
"2326707"
"2326749"
"2326774"
"2326799"
"2326846"
"2326912"
"2326954"
"2326993"
"2327045"
"2327188"
"2327219"
"2327259"
"2327283"
"2327310"
"2327338"
"2327375"
"2327391"
"2327418"
"2327482"
"2327542"
"2327572"
"2327603"
"2327630"
"2327659"
"2327677"
"2327817"
"2328236"
"2328273"
"2328320"
"2328387"
"2328465"
"2328633"
"2328674"
"2328713"
"2328750"
"2328767"
"2328808"
"2328837"
"2328841"
"2328868"
"2328909"
"2328936"
"2328990"
"2329041"
"2329077"
"2329131"
"2329196"
"2329266"
"2329341"
"2329386"
"2329481"
"2329669"
"2329752"
"2329887"
"2329920"
"2330002"
"2330075"
"2330133"
"2330234"
"2330253"
"2330289"
"2330334"
"2330393"
"2330687"
"2330723"
"2330773"
"2330843"
"2330864"
"2330899"
"2331158"
"2331178"
"2331213"
"2331505"
"2331511"
"2331548"
"2331558"
"2331602"
"2331679"
"2331727"
"2331771"
"2331822"
"2331857"
"2331903"
"2331937"
"2331959"
"2331974"
"2332013"
"2332091"
"2332144"
"2332481"
"2332528"
"2332566"
"2332583"
"2332664"
"2332711"
"2332767"
"2332812"
"2332855"
"2332999"
"2333035"
"2333051"
"2333107"
"2333136"
"2333168"
"2333195"
"2333318"
"2333429"
"2333481"
"2333574"
"2333599"
"2333635"
"2333658"
"2333678"
"2333707"
"2333777"
"2333794"
"2333907"
"2334052"
"2334098"
"2334163"
"2334191"
"2334279"
"2334314"
"2334319"
"2334350"
"2334374"
"2334404"
"2334459"
"2334476"
"2334602"
"2334629"
"2334646"
"2334689"
"2334706"
"2334740"
"2334847"
"2334932"
"2334986"
"2335014"
"2335048"
"2335132"
"2335160"
"2335172"
"2335671"
"2335922"
"2335986"
"2336099"
"2336271"
"2336302"
"2336375"
"2336383"
"2336439"
"2336456"
"2336497"
"2336539"
"2336585"
"2336650"
